WKI_WorkItemNumber,WKI_Status,WKI_Summary,WKI_SystemCreateTimeUtc,FH_CompletionStatement,P9_Status,P9_ActualDate,P9_Description,P9_Type,CodingTime,details,Classification,Explanation,product_area_raw,product_area_canonical,product_candidate,feature_description
WI00884821,CLS,Glow Search inconsistent sometimes,18-03-2025 4:06,Publish,CLS,30-05-2025,Publish Update Note,DEP,NULL,"Please see Hank's task 50 on this work item: HYPERLINK ""edient:Command=ShowEditForm&ControllerID=SupportIncident&BusinessEntityPK=9d43516b-d977-4013-89ae-2bc2a102d9f2&VersionNumber=25.3.17.12&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=EDIPROD&Hash=%2b499iDFT7HA5bDwB1UMWzvrJyppFeDWlk"" CS01907984 - WISGLOSYD - Glow Search inconsistent sometimes    DL4 17-Apr-25 17:00 GMT+08:00:   HYPERLINK ""https://wisetechglobal.sharepoint.com/:fl:/r/contentstorage/CSP_d2103752-613e-4bea-914c-e1374265c4eb/Document%20Library/LoopAppData/Stop%20Words%20-%20Use%20Cases.loop?d=w191a354c581840b0bb87752ea4d1a7e8&csf=1&web=1&e=CW4lRp&nav=cz0lMkZjb250ZW50c3RvcmFnZSUyRkNTUF9kMjEwMzc1Mi02MTNlLTRiZWEtOTE0Yy1lMTM3NDI2NWM0ZWImZD1iJTIxVWpjUTBqNWg2a3VSVE9FM1FtWEU2X2JiQzVtZ1FiZFBzQVlkSENlR1VKSHlWN3VmSE1HZFQ1TUJYOGtvNjZZcSZmPTAxM1EzNkNVU01HVU5CU0dDWVdCQUxYQjNWRjJTTkRKN0kmYz0lMkYmYT1Mb29wQXBwJnA9JTQwZmx1aWR4JTJGbG9vcC1wYWdlLWNvbnRhaW5lciZ4PSU3QiUyMnclMjIlM0ElMjJUMFJUVUh4M2FYTmxkR1ZqYUdkc2IySmhiQzV6YUdGeVpYQnZhVzUwTG1OdmJYeGlJVlZxWTFFd2FqVm9ObXQxVWxSUFJUTlJiVmhGTmw5aVlrTTFiV2RSWW1SUWMwRlpaRWhEWlVkVlNraDVWamQxWmtoTlIyUlVOVTFDV0RocmJ6WTJXWEY4TURFelVUTTJRMVZUVEZjelRVWTBWMUpHUlZaRVdsVlpTRlpHU1ZKQ1VsWXlVUSUzRCUzRCUyMiUyQyUyMmklMjIlM0ElMjIxMGY4MTg4OC04MDJiLTRjODMtYmNjMi1lMmY5MDVmMTdiZGUlMjIlN0Q%3D"" Stop Words - Use Cases.loop",,,,,Glow Search inconsistent sometimes,
WI00800212,CLS,[AIR][FUL/FLO/RCV] Add TYP=COMPLETE for final event,09-09-2024 0:08,Publication,CLS,26-11-2024,Publish Update Note,DEP,NULL,"MM7 09-Sep-24 08:57 GMT+10:00:   Problem Description  According to the findings of this work item's investigation: HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=221f6628-2fc0-48a1-be2b-53580a776f43&VersionNumber=24.9.9.12&Domain=wtg.zone&Instance=ediProd&Hash=%2b9S1vfX8o8Y4sw7XcQhVpEaBnVNKZxvCI"" WI00787774 - Missing FUL on partial/split cargo (AIR Consols)  Method: CreateRecreateOrUpdateEventLog  Will replace a log if it has no reference free text and if the params are a subset of the params about to be added    e.g.   Log A (EventCode: ARV Reference: ""|ABC=123"") exists in memory    Call CreateRecreateOrUpdateEventLog with Log B (EventCode: ARV, Reference: ""Propagated Shipments|ABC=123|DEF=456"")    Log B will currently replace Log A by replacing the whole reference instead of adding a new log  This is because the ""Free Text Reference"" or the text before the first | is empty and the params of logA are a subset of the params of logB.  This logic has always been like this and is used everywhere.    In our case, it happens when we have both Consol and Customs Declaration in FUL event. The events will be propagated from shipment to consol.     In Processing ""FUL"", ""FLO"", and ""RCV"" events: https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FOperations%2FFreight%2FForwarding%2FForwarding.Business%2FConsol%2FForwardingConsol.cs&version=GBmaster&line=9306&lineEnd=9307&lineStartColumn=6&lineEndColumn=32&lineStyle=plain&_a=contents  We create a final event, when the number of partial parts reaches total.  The final event that we add it here https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FArchitecture%2FBusiness%2FZArchitecture.Business%2FBusiness%2FEventManagement%2FPartialEventHandler.cs&version=GBmaster&line=42&lineEnd=58&lineStartColumn=4&lineEndColumn=5&lineStyle=plain&_a=contents    Its parameters are less then the one that has been propagated by shipment via its declaration. Therefore, it would be replaced by it.      Done Statement  Final ""FUL"", ""FLO"", ""RCV"" event, shouldn't be replaced by any propagated event. It should have an extra parameter in its reference to make it different from partial events.    Proposed Solution  To avoid this, we can add a ""TYP"" for ""FUL"", ""FLO"", and ""RCV"" event. When they are partial, it is ""Parial"" and when we add the final event, its type is ""Complete"". It helps our customers to distinguish ""PARTIAL"" event, from ""COMPLETE"" event. It also prevents CreateRecreateOrUpdateEventLog event replacment.    Current:  |FAC=CTO|LOC=GBLHR|TTL=48     |FAC=CTO|FDT=2024-04-09|LOC=GBLHR|PTL=8|TTL=48|VFL=TG916     The first event is a subset of the second so they are considered the same so add the new parameters and don't duplicate     Possible solution  |FAC=CTO|LOC=GBLHR|TTL=48|TYP=COMPLETE     |FAC=CTO|FDT=2024-04-09|LOC=GBLHR|PTL=8|TTL=48|VFL=TG916|TYP=PARTIAL     Now they are considered different as TYP param is different  ",,,,,[AIR][FUL/FLO/RCV] Add TYP=COMPLETE for final event,
WI00944610,CLS,[LWLOGS] LWM logs each iteration,31-07-2025 8:47,Publish,CLS,15-10-2025,Publish Update Note,DEP,NULL,"LWM logs the number of things it deleted from the StmALogQueue or StmALogQueueWTE when it's done.   However there's a 500ms wait before it retries.   In busy systems this mean LWM can be running for hours and then it logs it's done 10 million things.  This makes it look like LWM is stuck but it's working fine  If LWM does >0 things log it   Happens in QueueLogs : ILogWalkerOperation    AET 10-Sep-25 17:13 GMT+10:00:   After discussing with Jamie it was decided that we should change the format of the logs so that they're like [LogsQueued:1] and also have it log every minute and when it finished processing.      AET 15-Sep-25 14:02 GMT+10:00:   Check that when LWM has finished running it logs [LogsQueued:{TotalNumberOfLogsProcessed}]  Check that after a minute of continuous running LWM logs [LogsQueued:{TotalNumberOfLogsCurrentlyProcessed}]    To force LWM to run for a minute you could try running the script below multiple times to create a large number of logs for LWM to process which should force LWM to run for longer than a minute.  INSERT INTO StmALogQueue  SELECT [SLQ_ParentTableName]        ,[SLQ_ParentID]        ,[SLQ_IsEstimate]        ,[SLQ_IsCancelled]        ,[SLQ_Reference]        ,[SLQ_PostedTimeUtc]        ,[SLQ_GS_NKUser]        ,[SLQ_FireWorkflow]        ,[SLQ_SE_NKEvent]        ,[SLQ_GB_NKBranch]        ,[SLQ_GE_NKDepartment]        ,[SLQ_ALogReference]        ,[SLQ_EventTime]        ,[SLQ_EventTimeUtc]        ,[SLQ_PK]    FROM StmALogQueue      AET 01-Oct-25 08:27 GMT+10:00:  You might need to disable LWM to allow for the backlog to build up, this can be done by running UPDATE StmServiceTask SET SST_Active = 0, SST_SystemLastEditUser = 'AAA', SST_SystemLastEditTimeUtc = GETUTCDATE() WHERE SST_ServiceTaskCode = 'LWM', you can reactivate it by running UPDATE StmServiceTask SET SST_Active = 1, SST_SystemLastEditUser = 'AAA', SST_SystemLastEditTimeUtc = GETUTCDATE() WHERE SST_ServiceTaskCode = 'LWM'",,,,,[LWLOGS] LWM logs each iteration,
WI00918219,CLS,[CMB] Design and Implement Detailed Error Handling,04-06-2025 1:49,Publish,CLS,19-06-2025,Publish Update Note,DEP,NULL,"EWT 04-Jun-25 11:49 GMT+10:00:     Background  We’re spending a lot of time supporting and troubleshooting for consumers of the CMB due to the current lack of appropriate error message handling outside of carrier sourced validation error messages.  Requirements  Document each kind of potential error, noting its source.  2. Design an appropriate error message for each potential error, including basic recommendations where they are useful.  3. Implement.  4. Test.      ",,,,,[CMB] Design and Implement Detailed Error Handling,
WI00934191,CLS,[HS] CWNext MyTasks: document which tasks are listed on the widget,09-07-2025 0:07,Documentation,CLS,15-07-2025,Publish update note,DEP,NULL,"LNS 09-Jul-25 10:07 GMT+10:00:   HYPERLINK ""https://teams.microsoft.com/l/message/19:a15069baaf0d4e5691a7e9f69b51dbba@thread.tacv2/1752018516938?tenantId=8b493985-e1b4-4b95-ade6-98acafdbdb01&groupId=b7a4a87c-7296-49a2-9d3d-d9d481d23d87&parentMessageId=1752018062727&teamName=Winzor%20Project&channelName=Home%20Screen%20Squad&createdTime=1752018516938"" Neil Roodyn: more docs required here - this is a good question form the customer | Winzor Project > Home Screen Squad | Microsoft Teams      LNS 09-Jul-25 11:37 GMT+10:00:   HYPERLINK ""https://wisetechglobal-my.sharepoint.com/:w:/p/leonam_santos/EWCe5uaxnTBOjnooaZGYz1UBhaIp0fxsHDY5v6MEpuWNaQ?email=David.James%40wisetechglobal.com&e=PW7Jvl"" CargoWiseNext - Update Note[3][2].docx  ",,,[HS] CWNext MyTasks,[HS] CWNext MyTasks,document which tasks are listed on the widget,
WI00823001,CLS,DAKOSY - ATB Number have been changed to MRN Number,29-10-2024 12:07,Publish UPN,CLS,18-11-2024,Publish Update Note,DEP,NULL,"LCX 31-Oct-24 13:23 GMT+08:00:   Problem description  The ATB Number registered at a DAKOSY Port Order can now also be a MRN number.    Prososed change  Adapt Validation.  C:\git\wtg\CargoWise\Dev\Enterprise\Product\Operations\Freight\Forwarding\Forwarding.PortMessaging\Business\Shared\PortMessagingValidationHelper.cs  CheckATBNumber()        DVG 29-Oct-24 13:08 GMT+01:00:   The ATB Number registered at a DAKOSY Port Order can now also be a MRN number.  Validation as defined in HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=413540f2-1876-49df-9919-48d2446ddda0&VersionNumber=24.10.29.81&Domain=wtg.zone&Instance=ediProd&Hash=%2byhJvdiZU65EopXHFNBuRA7d%2f7dz7gDP6"" WI00057990 - Dakosy message specs changes 1-4-14 needs to be adapted so that an MRN Number can also be provided.",,,,,DAKOSY,ATB Number have been changed to MRN Number
WI00911366,CLS,Mobility: Add CYS App to the staging portal,20-05-2025 2:19,Publish,CLS,06-08-2025,Publish Update Note,UDF,NULL,"CS6 20-May-25 12:05 GMT+10:00:     This WI is for supporting the Yard Survey Management app on our staging portal.    Enable multiple app staging for CYS App.    Update the staging portal to allow users to stage multiple apps (Product Warehouse, Transit Warehouse and Port Transport App) after selecting CYS [Note: CYS will be pre-selected and hard-coded in this instance].    Update the staging portal to add the option to select CYS when staging Product Warehouse, Transit Warehouse and Port Transport.",,,Mobility,Mobility,Add CYS App to the staging portal,
WI00911366,CLS,Mobility: Add CYS App to the staging portal,20-05-2025 2:19,Publish,CLS,30-07-2025,Publish Update Note,DEP,NULL,"CS6 20-May-25 12:05 GMT+10:00:     This WI is for supporting the Yard Survey Management app on our staging portal.    Enable multiple app staging for CYS App.    Update the staging portal to allow users to stage multiple apps (Product Warehouse, Transit Warehouse and Port Transport App) after selecting CYS [Note: CYS will be pre-selected and hard-coded in this instance].    Update the staging portal to add the option to select CYS when staging Product Warehouse, Transit Warehouse and Port Transport.",,,Mobility,Mobility,Add CYS App to the staging portal,
WI00823977,CLS,[AuditLogs] Deprecate Audit Log - TAN and UPN,31-10-2024 4:40,Publish TAN,CLS,27-11-2024,Publish Update Note,DEP,NULL,"NFR 27-May-25 08:41 GMT+10:00:     Note for all teams working on removing audit events from their modules:    This WI is a pre-requisite for you to begin your work if your module supports Workflow & Tracking, ensuring that the Workflow configured for ADD/EDT events functions as expected.   Once this WI is complete, you can be assured any Workflow configured for ADD/EDT events will work as normal.  Refer this WIKI page to assist you on how to remove audit logs : https://devops.wisetechglobal.com/wtg/CargoWise/_wiki/wikis/CargoWise.wiki/13383/Turning-off-Audit-Events    If your module do not support Workflow & Tracking you can proceed to remove audit logs and there is no dependency with this WI.    NCN available here: HYPERLINK ""edient:Command=ShowEditForm&ControllerID=NetworkDiagram&BusinessEntityPK=a892021f-23a0-4f86-b417-4f1e8fd55a19&VersionNumber=25.5.27.96&Domain=wtg.zone&Instance=ediProd&Hash=%2bxlvx8zVzaFYJBtWqNM2%2f94MivmiT4IGA"" Deprecate Audit StmALogs  ",minor,Logging or audit-only change,,,[AuditLogs] Deprecate Audit Log,TAN and UPN
WI00859679,CLS,FB: Display Jordan TAX ID GST in CNEE and/or NTFY field on SI,23-01-2025 22:07,Publish,CLS,19-03-2025,Publish Update Note,DEP,NULL,"LZG 20-Feb-25 16:34 GMT+08:00:   HYPERLINK ""edient:Command=ShowEditForm&ControllerID=SupportIncident&BusinessEntityPK=d50ef626-5ef4-4e5b-a2f1-b6df04f61780&VersionNumber=25.2.20.321&Domain=wtg.zone&Instance=ediProd&Hash=%2bOK3MhwzTrOK3tLj0EUyFHdaW5VC7tX2e"" CS01882244 - WISGLOSYD - New GST code for Jordan - WI00859679    RYS 18-Feb-25 13:21 GMT+08:00:   Proposed Changes:  P1: Request to create GST for REF team  Please create a CR9 incident for REF team to insert a new GST for JO like HYPERLINK ""edient:Command=ShowEditForm&ControllerID=SupportIncident&BusinessEntityPK=0b68d697-8308-4fa9-a40a-eec6269ce910&VersionNumber=25.2.18.69&Domain=wtg.zone&Instance=ediProd&Hash=%2bnNegkAobtNH%2b2JWtoyhDY2Q4j8pjdb3X"" CS01804784 - WISGLOSYD - New ICE codes for Morocco - GEO Compliance  INSERT INTO [dbo].[RefDocOrgCusCode] (      [DOC_PK]      , [DOC_RN_NKRegulatingCountry]      , [DOC_RN_NKCodeCountry]      , [DOC_CodeType]      , [DOC_DocumentType]      , [DOC_Priority]      , [DOC_Notes]      , [DOC_ShortLabel]      , [DOC_LongLabel]      , [DOC_Description]      , [DOC_Direction]      )  VALUES (      NEWID()      , 'JO'      , 'JO'      , 'GST'      , 'ESI'      , 1      , ''      , 'GST'      , 'GST'      , 'Government GST Code'      , 'IMP'      );    P2: SI Form Changes:  The population for JO's GST tax info will be done by the current logic, then we need add validations only.  C:\git\wtg\CargoWise\Dev\Enterprise\Product\Operations\Freight\Forwarding\Documents\DocDataObjects\CarrierMessage\ShippingInstructionBuilder.cs  AddConsigneeAddressValidation/AddNotifyPartyAddressValidation    If the consol is destinated to JO and GST is missing, please add the message errors to the consginee based on the SPE.  If the consignee is To Order, add the same error to the NotifyParty      NDT 24-Jan-25 08:53 GMT+11:00:     Requirement:  For imports to Jordan, the CNEE and/or NTFY Tax ID is mandatory for manifest purposes.  It must be included in the Shipping Instruction.    Done:  Consignee and Notify Org > Config > RegistrationNumbers > Country JO, Type = TAX number defaults onto Shipping Instruction>Consignee and Notify field when Consol>Last Discharge>JOXXX   AND Consol>Routing>IsDomestic is NOT flagged  If Notify = Same as Consignee or blank, do not display TAX number    If CNEE and/or NTFY name and address exist but Jordan TAX ID cannot be found, return validation error on SI form reading  ""Consignee's TAX ID is required for Imports to Jordan.""  or if CNEE field is blank and NTFY Name and address exist  ""Notify's TAX ID is required for Imports to Jordan""    Please also add to Universal XML  ",major,Tax/VAT or compliance regime change,FB,FB,Display Jordan TAX ID GST in CNEE and/or NTFY field on SI,
WI00893844,CLS,Schedule Now is logged,07-04-2025 22:15,Publish,CLS,21-05-2025,Publish Update Note,DEP,NULL,"PZG 23-Apr-25 11:23 GMT+10:00:   HLD  Add a log record to a specific service task's logs if it is scheduled by user manually.  The log record should only be created if the run request is enqueued successfully.  The log record should be added before other logs produced by the service task itself.  Log level should be information.  Content of the log entry ""xxx/{GUID} is scheduled manually by user xxx"".  ---------------------    Detailed Design  In ScheduleNowController.ScheduleNow(), we need to get current user's 3 digit code and pass it as a param to the schedule action request  https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FCore%2FServiceManager%2FServiceManager%2FServiceManager.Module%2FScheduleNow%2FScheduleNowController.cs&version=GBmaster&line=33&lineEnd=33&lineStartColumn=18&lineEndColumn=104&lineStyle=plain&_a=contents    On Host side, if the request is enqueued successfully, we get the service task logger and log the message ""xxx/GUID is scheduled manually by user xxx"".  Note host logger won't be used here as product team wants the log message in service task's log so customers can easily understand why their service task has a run which doesn't follow the schedule.    ---------------------    The only thing I'd like you to check extra is how beneficial would it be to split automatic and manual requests to different endpoints? Look at this from the perspective of Kestrel web service we're goint to use please.    Pros of splitting  separation of concerns  easier to scale  route parameters are processed slightly faster than query parameters  Cons of splitting  redundant code - shared logic (auth, validation, etc) might need to be duplicated or extracted into middleware/filters  slightly more routing overhead, but the impact should be negligible    To summarize, the performance differences are unlikely to be measurable. Splitting to different endpoints will make codebase easier to read & maintain, which makes it more favorable.",,,,,Schedule Now is logged,
